genome.genome_id	genome.genome_name	genome.genome_status	genome.genome_length	genome.genome_quality	genome.plasmids	genome.contigs	genome.fine_consistency	genome.coarse_consistency	genome.checkm_completeness	genome.checkm_contamination
287.4263	Pseudomonas aeruginosa strain ATCC BAA-2112	WGS	6311271	Good		29	99.6	99.9	100	0
287.6458	Pseudomonas aeruginosa strain PABL018	WGS	6356078	Good		337	96.9	99.8	100	0.7
287.6462	Pseudomonas aeruginosa strain PABL030	WGS	6687321	Poor		1010	97.5	99.6	100	0
287.5660	Pseudomonas aeruginosa strain UMB0740					39	98.8	99.3	98.8	0
287.5671	Pseudomonas aeruginosa strain W25637	WGS	7301038	Good		6	98.5	99.9	100	0.9
287.5681	Pseudomonas aeruginosa strain F5677	Complete	6645227	Good		1	99	99.7	99.7	0.3
287.6377	Pseudomonas aeruginosa strain PABL092	WGS	6734993	Good		214	98.7	99.9	100	0.3
287.6384	Pseudomonas aeruginosa strain PABL104	WGS	6731702	Good		176	99.1	99.9	100	0.3
287.6387	Pseudomonas aeruginosa strain PABL071	WGS	6661186	Good		556	96.4	99.7	100	0.6
287.6388	Pseudomonas aeruginosa strain PABL100	WGS	6934677	Good		215	98	99.8	100	0.4
287.6391	Pseudomonas aeruginosa strain PABL097	WGS	6897023	Good		246	97.5	99.6	100	0
287.6392	Pseudomonas aeruginosa strain PABL073	WGS	6351808	Good		132	98.2	99.9	100	0
287.6397	Pseudomonas aeruginosa strain PABL094	WGS	6986064	Good		414	97.9	99.9	100	0
287.6399	Pseudomonas aeruginosa strain PABL075	WGS	6908852	Good		901	97.1	99.7	100	0.6
287.6402	Pseudomonas aeruginosa strain PABL086	WGS	7019938	Good		452	97.3	99.9	100	0.5
287.6410	Pseudomonas aeruginosa strain PABL059	WGS	6761617	Good		238	97.7	99.9	100	0
287.6411	Pseudomonas aeruginosa strain PABL080	WGS	6566205	Good		265	98.2	99.9	100	0
287.6414	Pseudomonas aeruginosa strain PABL077	WGS	6394745	Good		103	98.5	99.9	100	0.3
287.6415	Pseudomonas aeruginosa strain PABL078	WGS	6435569	Good		215	97.6	99.8	99.7	0
287.6418	Pseudomonas aeruginosa strain PABL056	WGS	7331427	Good		663	95.8	99.4	100	0.6
287.6419	Pseudomonas aeruginosa strain PABL070	WGS	6559142	Good		270	97.8	99.8	100	0
287.6425	Pseudomonas aeruginosa strain PABL027	WGS	6681442	Good		347	96.7	99.9	100	0.4
287.6426	Pseudomonas aeruginosa strain PABL066	WGS	6788022	Good		287	96.9	99.9	100	0.3
287.6427	Pseudomonas aeruginosa strain PABL065	WGS	6695553	Good		458	95	99.7	100	2
287.6438	Pseudomonas aeruginosa strain PABL009	WGS	6834343	Good		477	95.6	99.7	100	1.6
287.6443	Pseudomonas aeruginosa strain PABL049	WGS	6864570	Good		234	98.4	99.9	100	0.3
287.6447	Pseudomonas aeruginosa strain PABL024	WGS	6486688	Good		298	97	99.8	100	0.6
287.6451	Pseudomonas aeruginosa strain PABL035	WGS	6779989	Good		320	96.9	99.9	99.7	0.6
287.6452	Pseudomonas aeruginosa strain PABL034	WGS	6596086	Good		126	98.2	99.9	100	0
287.6460	Pseudomonas aeruginosa strain PABL029	WGS	6962225	Good		611	93.9	99.9	100	3.3
287.6461	Pseudomonas aeruginosa strain PABL022	WGS	6968177	Good		152	98.2	99.6	100	0
287.6470	Pseudomonas aeruginosa strain PABL002	WGS	6793120	Good		127	98.7	99.9	100	0
287.6471	Pseudomonas aeruginosa strain PABL003	WGS	6424743	Good		274	97.8	99.9	100	0.3
287.6472	Pseudomonas aeruginosa strain PABL001	WGS	6856138	Good		156	98.7	99.9	100	0.3
287.6473	Pseudomonas aeruginosa strain PABL096	WGS	6673776	Good		149	97.9	99.9	100	0
287.7037	Pseudomonas aeruginosa strain 268	Complete	7030474	Good		1	98.7	99.7		
287.8038	Pseudomonas aeruginosa strain PA0750	WGS	6284063	Poor		1	66.3	97.3		
287.8417	Pseudomonas aeruginosa strain FDA-CDC-AR_0268	WGS	6978793	Good		386	95.7	99.3		
287.8421	Pseudomonas aeruginosa strain FDA-CDC-AR_0272	WGS	7006094	Good		296	97.8	99.5		
287.8381	Pseudomonas aeruginosa strain FDA-CDC-AR_0231	WGS	7052562	Good		496	94.9	99.2		
287.8382	Pseudomonas aeruginosa strain FDA-CDC-AR_0232	WGS	6886292	Good		389	95.9	99.7		
287.8385	Pseudomonas aeruginosa strain FDA-CDC-AR_0235	WGS	6770054	Good		341	98.4	99.7		
287.8388	Pseudomonas aeruginosa strain FDA-CDC-AR_0238	WGS	6462021	Good		132	98.4	99.7		
287.8386	Pseudomonas aeruginosa strain FDA-CDC-AR_0236	WGS	7118654	Good		491	96.6	99.1		
287.8389	Pseudomonas aeruginosa strain FDA-CDC-AR_0239	WGS	7023856	Good		809	91.6	98.5		
287.8357	Pseudomonas aeruginosa strain 114	WGS	6402105	Poor		1961	86.4	99.3		
287.8362	Pseudomonas aeruginosa strain 150	WGS	6218484	Good		572	94.1	99.9		
287.8396	Pseudomonas aeruginosa strain FDA-CDC-AR_0247	WGS	6961183	Good		262	98.4	99.9		
287.8395	Pseudomonas aeruginosa strain FDA-CDC-AR_0246	WGS	7132539	Good		335	96.7	99.6		
287.8402	Pseudomonas aeruginosa strain FDA-CDC-AR_0253	WGS	6959275	Good		317	97.6	99.8		
287.8359	Pseudomonas aeruginosa strain 116	WGS	6741284	Good		854	90.6	99.4		
287.8356	Pseudomonas aeruginosa strain 113	WGS	6768465	Poor		1833	86.5	99		
287.8371	Pseudomonas aeruginosa strain 267	WGS	6750921	Good		218	98.4	99.9		
287.8374	Pseudomonas aeruginosa strain 43	WGS	3933266	Poor		264	97.9	99.1		
287.8372	Pseudomonas aeruginosa strain 274	WGS	6699296	Good		263	96.4	99.4		
287.8368	Pseudomonas aeruginosa strain 213	WGS	6492977	Good		308	95.7	99.2		
287.8375	Pseudomonas aeruginosa strain 44	WGS	6338754	Poor		2344	82	97.9		
287.8376	Pseudomonas aeruginosa strain 480	WGS	6987431	Good		284	97.3	99.6		
287.8411	Pseudomonas aeruginosa strain FDA-CDC-AR_0262	WGS	6896247	Good		200	96.8	99.3		
287.8413	Pseudomonas aeruginosa strain FDA-CDC-AR_0264	WGS	6969824	Good		237	96.4	99		
287.8414	Pseudomonas aeruginosa strain FDA-CDC-AR_0265	WGS	6888037	Good		200	98.1	99.8		
287.8404	Pseudomonas aeruginosa strain FDA-CDC-AR_0255	WGS	7061954	Good		172	98	99.8		
287.8415	Pseudomonas aeruginosa strain FDA-CDC-AR_0266	WGS	7002322	Good		283	97.4	99.5		
287.8405	Pseudomonas aeruginosa strain FDA-CDC-AR_0256	WGS	7199282	Good		191	97.6	99.6		
287.8408	Pseudomonas aeruginosa strain FDA-CDC-AR_0259	WGS	6421110	Good		180	98.6	99.6		
287.7091	Pseudomonas aeruginosa strain BH9	Complete	7197041	Good	1	2	95.5	99.7		
287.8037	Pseudomonas aeruginosa strain LW	Complete	6824837	Good		1	98.6	99.7		
287.839	Pseudomonas aeruginosa P2-L230/95	WGS	6311746	Good		110	96.7	97.9	95.3	1.5
287.5775	Pseudomonas aeruginosa strain KCJK8014	WGS	6472795	Good		95	99.6	99.9	100	0
287.4306	Pseudomonas aeruginosa strain ICBRVIM-2	WGS	6717503	Poor		4447	78.5	99.7	99.4	27.2
1402485.3	Pseudomonas aeruginosa 62	WGS	6503480	Good	0	21	99.6	99.9	100	0
1402486.3	Pseudomonas aeruginosa MSH3	WGS	6469861	Good	0	23	99.3	99.9	100	0
1402487.3	Pseudomonas aeruginosa MSH10	WGS	6462805	Good	0	18	99.4	99.9	100	0
1402488.3	Pseudomonas aeruginosa CF127	WGS	6998147	Good	0	20	98.8	99.6	100	0
1402495.3	Pseudomonas aeruginosa JJ692	WGS	6735382	Good	0	17	99.3	99.8	100	0
1402496.3	Pseudomonas aeruginosa U2504	WGS	7049946	Good	0	28	99.2	99.8	100	0
1402497.3	Pseudomonas aeruginosa 19660	WGS	6738130	Good	0	27	99.8	99.9	100	0.3
1402498.3	Pseudomonas aeruginosa 6077	WGS	6971023	Good	0	45	98.8	99.6	100	0
1402499.3	Pseudomonas aeruginosa S35004	WGS	6974149	Good	0	32	98.4	99.6	100	1.2
1402502.3	Pseudomonas aeruginosa BWHPSA002	WGS	6920040	Good	0	21	99.1	99.8	99.7	0
1402507.3	Pseudomonas aeruginosa BWHPSA007	WGS	6753715	Good	0	31	98.7	99.9	100	1.2
1402510.3	Pseudomonas aeruginosa BWHPSA010	WGS	6854990	Good	0	30	99	99.9	100	1.2
1402518.3	Pseudomonas aeruginosa BWHPSA018	WGS	6604024	Good	0	25	99.3	99.8	100	0.3
1402521.3	Pseudomonas aeruginosa BWHPSA021	WGS	6482332	Good	0	13	99.3	99.8	100	0
1402524.3	Pseudomonas aeruginosa BWHPSA024	WGS	6744500	Good	0	14	99.1	99.8	100	0
1402525.3	Pseudomonas aeruginosa BWHPSA025	WGS	6323768	Good	0	14	99.4	99.6	100	0.3
1402526.3	Pseudomonas aeruginosa BWHPSA026	WGS	6794049	Good	0	23	98.7	99.5	100	0
1402528.3	Pseudomonas aeruginosa BWHPSA028	WGS	7428714	Good	0	42	98.6	99.8	100	0.9
1402537.3	Pseudomonas aeruginosa BWHPSA045	WGS	7015865	Good	0	30	98.8	99.6	100	0
1402538.3	Pseudomonas aeruginosa BWHPSA046	WGS	6899001	Good	0	22	98.8	99.8	100	0.3
1402539.3	Pseudomonas aeruginosa BWHPSA047	WGS	6358806	Good	0	21	99.5	99.9	99.7	0
1402542.3	Pseudomonas aeruginosa BL01	WGS	6396889	Good	0	20	99.4	99.7	100	0
1402543.3	Pseudomonas aeruginosa BL02	WGS	6905378	Good	0	12	99.1	99.7	100	0
1402547.3	Pseudomonas aeruginosa BL06	WGS	6982977	Good	0	30	98.4	99.9	100	0.6
1402552.3	Pseudomonas aeruginosa BL11	WGS	6999295	Good	0	30	98.4	99.9	100	0.6
1402553.3	Pseudomonas aeruginosa BL12	WGS	7420344	Good	0	42	97.9	99.8	100	1.8
1402554.3	Pseudomonas aeruginosa BL13	WGS	7169659	Good	0	32	98.2	99.8	100	1.8
1402555.3	Pseudomonas aeruginosa BL14	WGS	7101427	Good	0	24	98.5	99.6	100	0.9
1402567.3	Pseudomonas aeruginosa M8A.1	WGS	6348330	Good	0	18	99.5	99.7	100	0
1402569.3	Pseudomonas aeruginosa M8A.3	WGS	6331855	Good	0	19	99.5	99.8	100	0
