genome.genome_id	genome.genome_name	genome.genome_status	genome.genome_length	genome.genome_quality	genome.plasmids	genome.contigs	genome.fine_consistency	genome.coarse_consistency	genome.checkm_completeness	genome.checkm_contamination
485.980	Neisseria gonorrhoeae strain Gr07-0417	WGS	2110695	Good		83	98.2	99.1	99.4	0
1351782.3	Neisseria gonorrhoeae ATL_2011_01_08	WGS	2131069	Good		337	98.8	99.4	100	0
1351788.3	Neisseria gonorrhoeae MIA_2011_02_02	WGS	2098794	Good		342	98.8	99.4	100	0
485.1190	Neisseria gonorrhoeae strain GC8241	WGS	2140831	Good		78	98.8	99.3	100	0
485.1110	Neisseria gonorrhoeae strain Gr05-0885	WGS	2160324	Good		85	98.8	99.4	100	0
485.693	Neisseria gonorrhoeae strain USO_GE12-070	WGS	2053571	Good		124	98.8	99.6	100	0
1351783.3	Neisseria gonorrhoeae ATL_2011_01_17	WGS	2145368	Good		351	98.7	99.4	100	0
485.1018	Neisseria gonorrhoeae strain Gr07-1672	WGS	2138806	Good		76	98.7	99.2	100	0
485.1020	Neisseria gonorrhoeae strain Gr07-1669	WGS	2116546	Good		84	98.7	99.3	100	0
485.986	Neisseria gonorrhoeae strain Gr07-1637	WGS	2122655	Good		78	98.7	99.3	100	0
485.1040	Neisseria gonorrhoeae strain Gr04-0023	WGS	2178539	Good		72	98.7	99.3	100	0
485.1176	Neisseria gonorrhoeae strain Gr09-0971	WGS	2176490	Good		79	98.7	99.3	100	0
485.1179	Neisseria gonorrhoeae strain Gr09-1274	WGS	2136981	Good		71	98.7	99.3	100	0
485.1160	Neisseria gonorrhoeae strain Gr08-2615	WGS	2137131	Good		74	98.7	99.2	100	0
485.964	Neisseria gonorrhoeae strain Gr10-1645	WGS	2181177	Good		73	98.7	99.2	100	0
485.1142	Neisseria gonorrhoeae strain Gr05-0367	WGS	2131464	Good		74	98.7	99.3	100	0
485.1109	Neisseria gonorrhoeae strain Gr07-1178	WGS	2140722	Good		69	98.7	99.2	100	0
485.1094	Neisseria gonorrhoeae strain Gr05-0370	WGS	2150057	Good		85	98.7	99.2	100	0
485.1101	Neisseria gonorrhoeae strain Gr07-0317	WGS	2138734	Good		76	98.7	99.2	100	0
485.1117	Neisseria gonorrhoeae strain Gr10-2191	WGS	2121890	Good		75	98.7	99.3	100	0
485.1121	Neisseria gonorrhoeae strain Gr07-1620	WGS	2167054	Good		72	98.7	99.2	100	0
485.682	Neisseria gonorrhoeae strain mankind	WGS	2164140	Good		61	98.6	99.4	100	0
485.1033	Neisseria gonorrhoeae strain GC11296	WGS	2133817	Good		74	98.6	99.3	100	0
485.1034	Neisseria gonorrhoeae strain Gr09-1253	WGS	2141330	Good		70	98.6	99.3	100	0
485.1016	Neisseria gonorrhoeae strain Gr10-1648	WGS	2135355	Good		69	98.6	99.3	100	0
485.1008	Neisseria gonorrhoeae strain Gr08-0996	WGS	2135373	Good		73	98.6	99.2	100	0
485.1009	Neisseria gonorrhoeae strain GC11256	WGS	2079168	Good		73	98.6	99.2	100	0
485.989	Neisseria gonorrhoeae strain Gr10-1565	WGS	2136366	Good		77	98.6	99.3	100	0
485.1059	Neisseria gonorrhoeae strain Gr04-0037	WGS	2121891	Good		69	98.6	99.2	100	0
485.1061	Neisseria gonorrhoeae strain Gr07-1623	WGS	2114511	Good		74	98.6	99.2	100	0
485.979	Neisseria gonorrhoeae strain Gr10-1566	WGS	2130264	Good		77	98.6	99.3	100	0
485.1035	Neisseria gonorrhoeae strain Gr09-0032	WGS	2130407	Good		73	98.6	99.3	100	0
485.1047	Neisseria gonorrhoeae strain GC8259	WGS	2137268	Good		77	98.6	99.3	100	0
485.1054	Neisseria gonorrhoeae strain GC8266	WGS	2080334	Good		79	98.6	99.2	100	0
485.1196	Neisseria gonorrhoeae strain Gr10-2228	WGS	2084296	Good		67	98.6	99.2	100	0
485.1170	Neisseria gonorrhoeae strain GC8231	WGS	2127122	Good		82	98.6	99.2	100	0
485.1173	Neisseria gonorrhoeae strain GC8265	WGS	2077267	Good		72	98.6	99.2	100	0
485.1130	Neisseria gonorrhoeae strain Gr05-1675	WGS	2117016	Good		74	98.6	99.2	100	0
485.1089	Neisseria gonorrhoeae strain Gr04-0005	WGS	2172347	Good		73	98.6	99.2	100	0
485.1098	Neisseria gonorrhoeae strain Gr10-1059	WGS	2115513	Good		74	98.6	99.2	100	0
485.1102	Neisseria gonorrhoeae strain GC8205	WGS	2135344	Good		77	98.6	99.3	100	0
485.1067	Neisseria gonorrhoeae strain Gr10-1078	WGS	2083301	Good		70	98.6	99.2	100	0
485.1069	Neisseria gonorrhoeae strain Gr09-0648	WGS	2184997	Good		81	98.6	99.3	100	0
485.1288	Neisseria gonorrhoeae strain WHO G	WGS	2131912	Good		76	98.6	99.3	100	0
485.1293	Neisseria gonorrhoeae strain WHO O	WGS	2142666	Good		76	98.6	99.3	100	0
485.1026	Neisseria gonorrhoeae strain Gr08-2658	WGS	2081035	Good		79	98.5	99.2	100	0
485.1003	Neisseria gonorrhoeae strain Gr10-1081	WGS	2127942	Good		82	98.5	99.2	100	0
485.998	Neisseria gonorrhoeae strain GC11272	WGS	2120196	Good		74	98.5	99.2	100	0
485.985	Neisseria gonorrhoeae strain Gr09-0443	WGS	2135786	Good		69	98.5	99.2	100	0
485.1052	Neisseria gonorrhoeae strain Gr10-1541	WGS	2130441	Good		74	98.5	99.2	100	0
485.972	Neisseria gonorrhoeae strain Gr07-1613	WGS	2129749	Good		80	98.5	99.2	100	0
485.1164	Neisseria gonorrhoeae strain Gr09-1246	WGS	2167390	Good		91	98.5	99.2	100	0
485.1168	Neisseria gonorrhoeae strain GC8304	WGS	2126959	Good		77	98.5	99.2	100	0
485.1077	Neisseria gonorrhoeae strain GC11287	WGS	2127957	Good		69	98.5	99.2	100	0
485.1085	Neisseria gonorrhoeae strain GC8256	WGS	2127782	Good		82	98.5	99.3	100	0
485.1088	Neisseria gonorrhoeae strain GC8268	WGS	2128350	Good		84	98.5	99.2	100	0
485.1148	Neisseria gonorrhoeae strain Gr10-1623	WGS	2085388	Good		69	98.5	99.2	100	0
485.1066	Neisseria gonorrhoeae strain Gr10-1644	WGS	2131403	Good		71	98.5	99.2	100	0
485.1290	Neisseria gonorrhoeae strain WHO_Y	WGS	2144561	Good		79	98.5	99.3	100	0
485.677	Neisseria gonorrhoeae strain USO_G13-777	WGS	2059927	Good		157	98.5	99.5	100	0
1351795.3	Neisseria gonorrhoeae NYC_2011_05_07	WGS	2101796	Good		339	98.4	99.4	100	0
485.1007	Neisseria gonorrhoeae strain Gr09-1195	WGS	2172233	Good		73	98.4	99.2	100	0
485.1046	Neisseria gonorrhoeae strain Gr10-2190	WGS	2126944	Good		77	98.4	99.2	100	0
485.1187	Neisseria gonorrhoeae strain Gr05-0373	WGS	2166274	Good		77	98.4	99.2	100	0
485.1159	Neisseria gonorrhoeae strain Gr09-0596	WGS	2170195	Good		74	98.4	99.2	100	0
485.963	Neisseria gonorrhoeae strain GC11251	WGS	2136313	Good		73	98.4	99.2	100	0
485.1140	Neisseria gonorrhoeae strain Gr10-1681	WGS	2134080	Good		78	98.4	99.2	100	0
485.1123	Neisseria gonorrhoeae strain GC8302	WGS	2089182	Good		73	98.4	99.1	100	0
485.1144	Neisseria gonorrhoeae strain Gr08-2659	WGS	2161789	Good		78	98.4	99.2	100	0
485.1287	Neisseria gonorrhoeae strain WHO_V	WGS	2141031	Good		328	98.4	99.3	100	0
485.1292	Neisseria gonorrhoeae strain WHO F	WGS	2175259	Good		85	98.4	99.2	100	0
485.1129	Neisseria gonorrhoeae strain Gr09-1200	WGS	2194292	Good		101	98.3	99.2	100	0
485.939	Neisseria gonorrhoeae strain NCTC13800	Complete	2226638	Good		1	98.3	99.2	100	0
485.1347	Neisseria gonorrhoeae strain RIVM0610	Complete	2229240	Good		1	98.2	99.3	100	0
485.1186	Neisseria gonorrhoeae strain Gr09-0042	WGS	2119882	Good		74	98.7	99.3	99.4	0
485.1118	Neisseria gonorrhoeae strain Gr08-1470	WGS	2131954	Good		81	98.7	99.3	99.4	0
485.508	Neisseria gonorrhoeae strain 32867	Complete	2218818	Good		1	99.1	99.6	100	0
485.510	Neisseria gonorrhoeae strain 34769	Complete	2220340	Good		1	99.1	99.6	100	0
485.278	Neisseria gonorrhoeae strain 09_10_003	WGS	1945643	Poor		866	88.1	98.9	98.8	24.6
485.936	Neisseria gonorrhoeae strain 20/15/004	WGS	2270939	Good	1	340	91.1	99.6	100	21.9
485.1341	Neisseria gonorrhoeae strain LRRBGS_0179	WGS	2189362	Good		2	97	98.8	100	1.8
485.1344	Neisseria gonorrhoeae strain LRRBGS_0183	WGS	2263116	Good		3	97.9	99	100	0.6
485.1359	Neisseria gonorrhoeae strain NCTC11421	WGS	2254350	Poor		4	73.2	97.9	98.2	56.5
485.1205	Neisseria gonorrhoeae strain Gr09-1212	WGS	4631474	Good		299	72.9	95.8	100	38.1
1193404.3	Neisseria gonorrhoeae 3502	WGS	2234003	Good		2	98.4	99.4	100	0.6
485.49	Neisseria gonorrhoeae strain FA6140	Complete	2168698	Good		1	98.6	99.3	99.4	0.6
485.3059	Neisseria gonorrhoeae strain FQ82	Complete	2222042	Good	1	2	98.2	99.1		
485.3078	Neisseria gonorrhoeae strain GC063564	WGS	3885025	Poor		2593	64.4	86.7		
1247414.3	Neisseria gonorrhoeae NG-k51.05	Complete	2236743	Good	1	2	97.9	99.2		
1351775.3	Neisseria gonorrhoeae SK33414	WGS	2289322	Good		80	93.6	99.4	100	5.7
1351798.3	Neisseria gonorrhoeae MU_NG3	WGS	2036377	Good		322	98.4	99.2	100	0
1351805.3	Neisseria gonorrhoeae MU_NG12	WGS	2094260	Good		353	98.6	99.4	100	0
1351810.3	Neisseria gonorrhoeae MU_NG19	WGS	2047123	Good		323	98.4	99.4	100	0
1351815.3	Neisseria gonorrhoeae MU_NG25	WGS	2119753	Good		323	98.4	99.4	100	0
1352513.3	Neisseria gonorrhoeae SK29471	WGS	2068300	Good		465	95	99.5	100	5.7
1352519.3	Neisseria gonorrhoeae SK17973	WGS	2072676	Good		425	96	99.5	100	4.6
1352520.3	Neisseria gonorrhoeae SK16942	WGS	2077631	Good		488	95	99.5	100	8.3
1352521.3	Neisseria gonorrhoeae SK16259	WGS	2080098	Good		430	96.4	99.5	100	4.6
1352526.3	Neisseria gonorrhoeae SK8976	WGS	2119685	Good		444	96.1	99.5	100	2.9
1352527.3	Neisseria gonorrhoeae SK7842	WGS	2063365	Good		442	95.3	99.5	99.4	7.3
1352531.3	Neisseria gonorrhoeae SK708	WGS	2308735	Good		595	91.8	99	100	13.1
1352533.3	Neisseria gonorrhoeae CH811	WGS	2115016	Good		456	95.3	99.5	100	5.7
485.1072	Neisseria gonorrhoeae strain Gr10-1097	WGS	2162180	Good		64	98.6	99.3	100	0.6
485.1079	Neisseria gonorrhoeae strain Gr05-0893	WGS	2127196	Good		69	98.7	99.2	100	0.6
485.1106	Neisseria gonorrhoeae strain Gr05-0889	WGS	2136127	Good		70	98.7	99.2	100	0
485.1116	Neisseria gonorrhoeae strain Gr04-0064	WGS	2165069	Good		74	98.5	99.2	100	0
485.1135	Neisseria gonorrhoeae strain GC11216	WGS	2145062	Good		65	98.6	99.2	100	0
485.1188	Neisseria gonorrhoeae strain Gr08-1774	WGS	2138004	Good		68	98.8	99.3	100	0
485.1199	Neisseria gonorrhoeae strain Gr08-1151	WGS	2187263	Good		73	98.7	99.2	100	0
485.1358	Neisseria gonorrhoeae strain NCTC12700	WGS	2183733	Good		3	97.6	98.8	99.4	0.6
485.881	Neisseria gonorrhoeae strain FDAARGOS_207	Complete	2189343	Good		1	99	99.5	100	0.6
485.957	Neisseria gonorrhoeae strain Gr09-1211	WGS	2084855	Good		67	98.6	99.2	100	0
485.970	Neisseria gonorrhoeae strain Gr10-2220	WGS	2139781	Good		63	98.8	99.3	100	0
485.971	Neisseria gonorrhoeae strain Gr08-2086	WGS	2134118	Good		70	98.7	99.2	100	0
485.978	Neisseria gonorrhoeae strain Gr05-0378	WGS	2079164	Good		79	98.4	99.2	100	0
485.991	Neisseria gonorrhoeae strain Gr04-0027	WGS	2217595	Good		78	98.6	99.2	100	0
485.1410	Neisseria gonorrhoeae strain WUSM_Ng_45	WGS	2175415	Good		101	98.4	99.1		
485.1411	Neisseria gonorrhoeae strain WUSM_Ng_73	WGS	2073218	Good		90	98.3	99.1		
485.1416	Neisseria gonorrhoeae strain WUSM_Ng_71	WGS	2171539	Good		99	98.4	99.1		
485.1414	Neisseria gonorrhoeae strain WUSM_Ng_69	WGS	2170947	Good		99	98.4	99.1		
485.1421	Neisseria gonorrhoeae strain WUSM_Ng_24	WGS	2069223	Good		99	98.3	99.1		
485.1423	Neisseria gonorrhoeae strain WUSM_Ng_64	WGS	2127476	Good		94	98.2	99.1		
485.1424	Neisseria gonorrhoeae strain WUSM_Ng_62	WGS	2157647	Good		105	98.3	99.3		
485.1425	Neisseria gonorrhoeae strain WUSM_Ng_60	WGS	2131907	Good		93	98.3	99.3		
485.1426	Neisseria gonorrhoeae strain WUSM_Ng_59	WGS	2152775	Good		102	98.4	99.3		
485.1429	Neisseria gonorrhoeae strain WUSM_Ng_55	WGS	2076026	Good		90	98.3	99.1		
485.1431	Neisseria gonorrhoeae strain WUSM_Ng_54	WGS	2155969	Good		105	98.4	99.3		
485.1434	Neisseria gonorrhoeae strain WUSM_Ng_49	WGS	2126206	Good		88	98.2	99.1		
485.1435	Neisseria gonorrhoeae strain WUSM_Ng_23	WGS	2118292	Good		104	98.4	99.3		
485.1437	Neisseria gonorrhoeae strain WUSM_Ng_21	WGS	2107872	Good		95	98.6	99.3		
485.1438	Neisseria gonorrhoeae strain WUSM_Ng_48	WGS	2075078	Good		98	98.3	99.1		
485.1440	Neisseria gonorrhoeae strain WUSM_Ng_42	WGS	2118449	Good		97	98.4	99.3		
485.1441	Neisseria gonorrhoeae strain WUSM_Ng_37	WGS	2071941	Good		95	98.3	99.1		
485.1442	Neisseria gonorrhoeae strain WUSM_Ng_46	WGS	2072217	Good		94	98.3	99.1		
485.1446	Neisseria gonorrhoeae strain WUSM_Ng_20	WGS	2070197	Good		91	98.4	99.3		
485.1447	Neisseria gonorrhoeae strain WUSM_Ng_39	WGS	2074161	Good		104	98.3	99.1		
485.1458	Neisseria gonorrhoeae strain WUSM_Ng_27	WGS	2152971	Good		99	98.5	99.3		
485.1464	Neisseria gonorrhoeae strain WUSM_Ng_15	WGS	2071484	Good		89	98.4	99.3		
485.1467	Neisseria gonorrhoeae strain WUSM_Ng_06	WGS	2124927	Good		93	98.4	99.3		
485.3062	Neisseria gonorrhoeae strain KU16054	WGS	2213865	Good		68	98.1	99.2		
485.3640	Neisseria gonorrhoeae ERR1204789	WGS	2124818	Good	0	102	97	97.9		
485.3651	Neisseria gonorrhoeae ERR1204800	WGS	2073369	Good	0	102	97.1	97.9		
485.3660	Neisseria gonorrhoeae ERR1837102	WGS	2065320	Good	0	104	97.3	98		
485.3670	Neisseria gonorrhoeae ERR1837123	WGS	2111148	Good	0	82	97.2	97.9		
485.3673	Neisseria gonorrhoeae ERR1837124	WGS	2176586	Good	0	97	97.3	98		
485.3680	Neisseria gonorrhoeae ERR1837131	WGS	2074984	Good	0	100	97.2	97.9		
485.3770	Neisseria gonorrhoeae ERR2631758	WGS	2065062	Good	0	97	97.3	97.9		
485.3790	Neisseria gonorrhoeae ERR2631789	WGS	2076737	Good	0	98	97.1	97.9		
485.3796	Neisseria gonorrhoeae ERR2631791	WGS	2070192	Good	0	100	97.3	97.9		
485.3798	Neisseria gonorrhoeae ERR2631793	WGS	2154306	Good	0	107	97.3	97.9		
485.3810	Neisseria gonorrhoeae ERR2631810	WGS	2121763	Good	0	100	97.2	98		
485.3817	Neisseria gonorrhoeae ERR2631820	WGS	2125471	Good	0	108	97	97.9		
485.3821	Neisseria gonorrhoeae ERR2631823	WGS	2150783	Good	0	111	97.2	97.9		
485.5860	Neisseria gonorrhoeae ERR2631837	WGS	2061918	Good	0	113	97.2	97.9		
485.3840	Neisseria gonorrhoeae ERR2631868	WGS	2164008	Good	0	105	97.1	97.9		
485.3887	Neisseria gonorrhoeae ERR2631908	WGS	2072299	Good	0	106	97.2	97.9		
485.3881	Neisseria gonorrhoeae ERR2631909	WGS	2118911	Good	0	103	97	97.9		
485.3910	Neisseria gonorrhoeae ERR2631931	WGS	2067991	Good	0	106	97.1	97.9		
485.3900	Neisseria gonorrhoeae ERR2631940	WGS	2108452	Good	0	104	96.9	97.9		
485.3911	Neisseria gonorrhoeae ERR2631944	WGS	2117516	Good	0	110	96.9	97.9		
485.3918	Neisseria gonorrhoeae ERR2631945	WGS	2055781	Good	0	118	97.2	97.9		
485.3940	Neisseria gonorrhoeae ERR2631975	WGS	2155074	Good	0	101	97	97.9		
485.4040	Neisseria gonorrhoeae ERR3200872	WGS	2133959	Good	0	105	97.2	97.9		
485.4110	Neisseria gonorrhoeae ERR3200945	WGS	2055742	Good	0	114	97.3	98		
485.4120	Neisseria gonorrhoeae ERR3200963	WGS	2073477	Good	0	101	97.1	97.9		
485.4140	Neisseria gonorrhoeae ERR3200997	WGS	2082886	Good	0	89	97.2	97.9		
485.4160	Neisseria gonorrhoeae ERR3201009	WGS	2131708	Good	0	92	97.1	97.9		
485.4150	Neisseria gonorrhoeae ERR3201013	WGS	2082278	Good	0	91	97.2	97.9		
485.4170	Neisseria gonorrhoeae ERR3201029	WGS	2078820	Good	0	92	97.2	97.9		
485.4180	Neisseria gonorrhoeae ERR3201048	WGS	2070208	Good	0	89	97.2	97.9		
485.4190	Neisseria gonorrhoeae ERR3201056	WGS	2130280	Good	0	88	97	97.9		
485.4210	Neisseria gonorrhoeae ERR3201080	WGS	2073308	Good	0	103	97.2	97.9		
485.4220	Neisseria gonorrhoeae ERR3201087	WGS	2175995	Good	0	94	97.3	97.9		
485.4260	Neisseria gonorrhoeae ERR3201122	WGS	2070759	Good	0	96	97.2	97.9		
485.4270	Neisseria gonorrhoeae ERR3201132	WGS	2082950	Good	0	82	97	97.8		
485.4300	Neisseria gonorrhoeae ERR3201170	WGS	2071967	Good	0	101	97.2	98		
485.4340	Neisseria gonorrhoeae ERR3201209	WGS	2077945	Good	0	85	97.2	97.9		
485.4350	Neisseria gonorrhoeae ERR3201217	WGS	2073776	Good	0	97	97.3	98		
485.4380	Neisseria gonorrhoeae ERR3201250	WGS	2081897	Good	0	84	97	97.8		
485.4390	Neisseria gonorrhoeae ERR3201253	WGS	2077824	Good	0	92	97.2	97.9		
485.4410	Neisseria gonorrhoeae ERR3201283	WGS	2075706	Good	0	92	97	97.9		
485.4420	Neisseria gonorrhoeae ERR3201290	WGS	2069374	Good	0	104	97.2	97.9		
485.4470	Neisseria gonorrhoeae ERR3201333	WGS	2080237	Good	0	85	97	97.8		
485.4480	Neisseria gonorrhoeae ERR3201354	WGS	2132284	Good	0	87	96.7	98		
485.4490	Neisseria gonorrhoeae ERR3201358	WGS	2131988	Good	0	99	97.1	97.9		
485.5806	Neisseria gonorrhoeae ERR223639	WGS	2109499	Good	0	114	97.1	98		
485.5830	Neisseria gonorrhoeae ERR223660	WGS	2106455	Good	0	122	97.3	98		
485.6189	Neisseria gonorrhoeae SRR1661156	WGS	2113867	Good	0	82	96.8	97.9		
485.6206	Neisseria gonorrhoeae SRR1661162	WGS	2119221	Good	0	100	97.2	97.9		
485.6198	Neisseria gonorrhoeae SRR1661165	WGS	2110664	Good	0	92	97	97.8		
485.6201	Neisseria gonorrhoeae SRR1661166	WGS	2129657	Good	0	101	97	97.9		
485.6200	Neisseria gonorrhoeae SRR1661169	WGS	2107001	Good	0	108	97	97.9		
485.6203	Neisseria gonorrhoeae SRR1661170	WGS	2100671	Good	0	168	95.8	97.9		
485.6205	Neisseria gonorrhoeae SRR1661171	WGS	2123140	Good	0	88	97.3	98		
485.6208	Neisseria gonorrhoeae SRR1661182	WGS	2110061	Good	0	91	97.2	97.9		
485.6211	Neisseria gonorrhoeae SRR1661184	WGS	2130040	Good	0	106	97	97.9		
485.6226	Neisseria gonorrhoeae SRR1661187	WGS	2125493	Good	0	80	97.2	98.1		
485.6227	Neisseria gonorrhoeae SRR1661193	WGS	2134003	Good	0	87	97.3	97.9		
485.6223	Neisseria gonorrhoeae SRR1661194	WGS	2117849	Good	0	81	97	97.8		
485.6235	Neisseria gonorrhoeae SRR1661196	WGS	2118676	Good	0	115	97.1	97.9		
485.6239	Neisseria gonorrhoeae SRR1661203	WGS	2118185	Good	0	92	97.1	97.9		
485.6242	Neisseria gonorrhoeae SRR1661208	WGS	2123673	Good	0	115	97	97.9		
485.6241	Neisseria gonorrhoeae SRR1661209	WGS	2114255	Good	0	114	97.1	97.9		
485.6245	Neisseria gonorrhoeae SRR1661212	WGS	2123522	Good	0	109	97.1	97.9		
485.6247	Neisseria gonorrhoeae SRR1661214	WGS	2111942	Good	0	101	97.3	98		
485.6251	Neisseria gonorrhoeae SRR1661216	WGS	2112896	Good	0	125	97	97.9		
485.6257	Neisseria gonorrhoeae SRR1661218	WGS	2070864	Good	0	107	97.2	97.9		
485.6254	Neisseria gonorrhoeae SRR1661219	WGS	2146662	Good	0	114	97	97.9		
485.6260	Neisseria gonorrhoeae SRR1661222	WGS	2115075	Good	0	133	97.3	98		
485.6256	Neisseria gonorrhoeae SRR1661225	WGS	2164529	Good	0	93	97.3	98.1		
485.6262	Neisseria gonorrhoeae SRR1661230	WGS	2128740	Good	0	103	96.8	98		
485.6263	Neisseria gonorrhoeae SRR1661231	WGS	2124618	Good	0	102	97.1	97.9		
485.6271	Neisseria gonorrhoeae SRR1661237	WGS	2127683	Good	0	92	97.3	97.9		
485.6273	Neisseria gonorrhoeae SRR1661238	WGS	2115634	Good	0	101	97.3	97.9		
485.6278	Neisseria gonorrhoeae SRR1661240	WGS	2127654	Good	0	90	97.3	97.9		
485.6281	Neisseria gonorrhoeae SRR1661241	WGS	2132047	Good	0	81	97.3	97.9		
485.6276	Neisseria gonorrhoeae SRR1661246	WGS	2123094	Good	0	101	97.1	97.9		
485.6285	Neisseria gonorrhoeae SRR1661256	WGS	2123443	Good	0	81	97.2	97.9		
485.6293	Neisseria gonorrhoeae SRR1661260	WGS	2065673	Good	0	87	96.9	97.8		
485.6294	Neisseria gonorrhoeae SRR1661261	WGS	2075248	Good	0	103	97.2	97.9		
485.6301	Neisseria gonorrhoeae SRR1661263	WGS	2123180	Good	0	93	97.2	98		
485.6305	Neisseria gonorrhoeae SRR1661268	WGS	2117614	Good	0	102	97.1	97.9		
485.6302	Neisseria gonorrhoeae SRR1661273	WGS	2116549	Good	0	102	97.1	97.9		
485.6307	Neisseria gonorrhoeae SRR1661277	WGS	2109004	Good	0	118	97.1	98		
485.6318	Neisseria gonorrhoeae SRR1661285	WGS	2122577	Good	0	85	97.1	97.9		
485.6323	Neisseria gonorrhoeae SRR1661286	WGS	2126017	Good	0	81	97.4	98.1		
485.6320	Neisseria gonorrhoeae SRR1661287	WGS	2122614	Good	0	80	97.3	97.9		
485.6322	Neisseria gonorrhoeae SRR1661288	WGS	2121810	Good	0	97	97.3	97.9		
485.6326	Neisseria gonorrhoeae SRR1661291	WGS	2057503	Good	0	95	97	97.9		
485.6336	Neisseria gonorrhoeae SRR1661298	WGS	2123979	Good	0	83	97	97.9		
485.6335	Neisseria gonorrhoeae SRR1661300	WGS	2053355	Good	0	101	97	97.9		
485.6350	Neisseria gonorrhoeae SRR1661309	WGS	2129587	Good	0	90	97	97.9		
485.6344	Neisseria gonorrhoeae SRR1661314	WGS	2139183	Good	0	90	96.9	97.6		
485.6347	Neisseria gonorrhoeae SRR1661316	WGS	2041249	Good	0	109	95.5	96.2		
485.6355	Neisseria gonorrhoeae SRR1661321	WGS	2118941	Good	0	106	97	97.9		
485.4967	Neisseria gonorrhoeae ERR1469564	WGS	2122628	Good	0	95	97.2	98		
485.4965	Neisseria gonorrhoeae ERR1469565	WGS	2112938	Good	0	104	97	97.9		
485.4966	Neisseria gonorrhoeae ERR1469566	WGS	2140665	Good	0	164	96.5	97.9		
485.4969	Neisseria gonorrhoeae ERR1469567	WGS	2061161	Good	0	115	97.2	97.9		
485.4968	Neisseria gonorrhoeae ERR1469568	WGS	2166698	Good	0	88	97.2	98.1		
485.4972	Neisseria gonorrhoeae ERR1469569	WGS	2127469	Good	0	96	97.2	98		
485.4985	Neisseria gonorrhoeae ERR1469570	WGS	2146966	Good	0	145	97	98.1		
485.4978	Neisseria gonorrhoeae ERR1469571	WGS	2126884	Good	0	92	97.2	97.9		
485.4986	Neisseria gonorrhoeae ERR1469574	WGS	2068401	Good	0	106	97.2	97.9		
485.4977	Neisseria gonorrhoeae ERR1469575	WGS	2131471	Good	0	92	97.1	97.9		
485.4980	Neisseria gonorrhoeae ERR1469581	WGS	2162849	Good	0	100	97.1	97.9		
485.4989	Neisseria gonorrhoeae ERR1469585	WGS	2123808	Good	0	78	97	97.9		
485.4992	Neisseria gonorrhoeae ERR1469592	WGS	2130834	Good	0	89	97.1	97.9		
